domain	crawl_time	experiment_id	experiment_name	audience_num	audience_name	variation_num
optimizely.com	1517608800000	9432991083	Demandbase Shutterstock	1	Demandbase Shutterstock	1
optimizely.com	1517608800000	9433671087	Demandbase Sky	1	Demandbase Sky	1
optimizely.com	1517608800000	9435311481	Demandbase Time Warner	1	Demandbase Time Warner	1
optimizely.com	1517608800000	9435552206	Demandbase Centers for Medicare & Medicaid Services	1	Demandbase Centers for Medicare & Medicaid Services	1
optimizely.com	1517608800000	9435900451	Demandbase Target	1	Demandbase Target	1
optimizely.com	1517608800000	9437431789	Demandbase Fairfax Media	1	Demandbase Fairfax Media	1
optimizely.com	1517608800000	9438500615	Demandbase Adidas	1	Demandbase Adidas	1
optimizely.com	1517608800000	9447880550	Demandbase Telstra	1	Demandbase Telstra	1
optimizely.com	1517608800000	9730942232	Demandbase Harbor Freight	1	Demandbase Harbor Freight	1
optimizely.com	1517608800000	9738202107	Demandbase Petco	1	Demandbase Petco	1
optimizely.com	1517608800000	9860850995	[Takeshi] Prevent Free Email Signup for Free Trial	0	Everyone else	2
trakken.de	1518681600000	9430991888	Testxx - Redirect	1	Only_Trakken_IP	2
flightnetwork.com	1518760800000	10237375080	Skyscanner Payment Branding	1	Skyscanner	2
thealzheimerssite.greatergood.com	1518800400000	10014530948	2.8.0_Take Action (ARS) [Dublin Killing Fields]: Thank You State Petition Promotion CTA	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	10024913377	2.12.0_Take Action (ARS) [Australia To Stop Killing Cats]: Thank You State Petition Promotion CTA	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	10068122079	2.9.0 Take Action (ARS) [Dogs and Cats S Korea] : Thank You State Petition Promotion CTA	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	10095301391	2.10.0_Take Action (ARS) [End Trophy Hunting]: Thank You State Petition Promotion CTA	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	10162405686	2.15.0_Take Action (ARS) [Slaughter Of Working Dogs]: Thank You State Petition Promotion CTA	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	10169882215	2.14.0_Take Action (ARS) [Donkeys Die For Medicine]: Thank You State Petition Promotion CTA	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	8640425651	4.20.3_CTG Mobile Layout Round 4 -- Gamification and STG Dropdown (HOT FIX)	1	Mobile Only	3
thealzheimerssite.greatergood.com	1518800400000	8802426727	4.28.0_CTG [Optimizely X]: Oceana Partner Page Redirect (HOTFIX)	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	8900223831	5.38.0_Store (RescueBox) [Optimizely X]: Select Pet Page Element Swap	0	Everyone else	2
thealzheimerssite.greatergood.com	1518800400000	9949469924	2.11.0_Take Action (ARS) [Horses Bullfighting]: Thank You State Petition Promotion CTA	0	Everyone else	2
theage.com.au	1518667200000	10229027695	Annual Promote Channel	1	Annual Promote Channel	1
theage.com.au	1518667200000	10241084308	Arts Promote Channel	1	Arts Promote Channel	1
theage.com.au	1518667200000	10242146437	Business Promote Channel	1	Business Promote Channel	1
theage.com.au	1518667200000	10245662816	Get More 50c Promote Channel	1	Get More 50c Promote Channel	1
theage.com.au	1518667200000	10276400045	Victoria Promote Channel	1	Victoria Promote Channel	1
theage.com.au	1518667200000	10276452276	World Promote Channel	1	World Promote Channel	1
theage.com.au	1518667200000	10282540509	Sports Promote Channel	1	Sports Promote Channel	1
theage.com.au	1518667200000	10284630089	Get More $1 Promote Channel	1	Get More $1 Promote Channel	1
theage.com.au	1518667200000	10292170277	Politics Promote Channel	1	Politics Promote Channel	1
theage.com.au	1518667200000	8286928741	Leadership	1	[P][AFR] Leadership [BC] 	2
theage.com.au	1518667200000	8288979199	Innovation NDS	2	[P][AFR] Innovation [BC],[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8291062050	Leadership NDS	2	[P][AFR] Leadership + NDS [BC],[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8292875468	Politics NDS	2	[P][AFR] Politics [BC],[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8293559614	Politics	1	[P][AFR] Politics [BC]	2
theage.com.au	1518667200000	8295033351	Innovation	1	[P][AFR] Innovation [BC]	2
theage.com.au	1518667200000	8295041914	Banking & Finance	1	[P][AFR] Banking & Finance [BC]	2
theage.com.au	1518667200000	8295753091	Real Estate	1	[P][AFR] Real Estate [BC]	2
theage.com.au	1518667200000	8295804476	Business NDS	2	[P][AFR] Business [BC] (exc. Banking & Finance),[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8296051698	Banking & Finance NDS	2	[P][AFR] Banking & Finance [BC],[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8297835382	Luxury NDS	2	[P][AFR] Luxury [BC],[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8300610490	Real Estate NDS	2	[P][AFR] Real Estate [BC],[P][AFR] Non Delivery States	1
theage.com.au	1518667200000	8300672485	Business	1	[P][AFR] Business [BC]	2
theage.com.au	1518667200000	8301475040	Luxury	1	[P][AFR] Luxury [BC]	2
theage.com.au	1518667200000	8343818394	Exp	1	[AFR] Budget Audience Code	1
theage.com.au	1518667200000	8346081225	Exp	2	Finance + Super,[P][AFR] Personal Finance (Super) [BC]	2
theage.com.au	1518667200000	8515783083	Reporting Season (Campaign)	1	Reporting Season	1
theage.com.au	1518667200000	9265837116	Politics	1	Politics	1
theage.com.au	1518667200000	9270477172	Innovation	1	Innovation	1
theage.com.au	1518667200000	9359941703	Finance (Super)	1	Finance (Super)	1
theage.com.au	1518667200000	9385641522	Real Estate	1	Real Estate	1
theage.com.au	1518667200000	9387820305	Leadership	1	Leadership	1
theage.com.au	1518667200000	9388482129	Exp	1	[AFR] Utility Promote Channel	1
theage.com.au	1518667200000	9388770461	Luxury	1	Luxury	1
theage.com.au	1518667200000	9393900717	Banking & Finance	1	Banking & Finance	1
theage.com.au	1518667200000	9397530712	Business	1	Business	1
theage.com.au	1518667200000	9507321430	Utility	1	Utility	1
magento.com	1517612400000	8310850904	Exp	1	[Clearbit] b2b	1
magento.com	1517612400000	8312202763	[Clearbit] Food & Beverage	1	[Clearbit] food	1
magento.com	1517612400000	8312285890	Exp	1	[Clearbit] Health & Beauty	1
magento.com	1517612400000	8312302136	Exp	1	[Clearbit] automotive	1
magento.com	1517612400000	8313473806	Exp	1	[Clearbit] Fashion	1
lebeau.ca	1518796800000	9632192142	2017/11 - Lebeau - UAT ENV - FR - Repair - Summary Page - Confirm button Variations	1	Everyone - Desktop/laptop - Screen width >= 769px	3
tryg.no	1518685200000	10065304959	Mobil forside uten banner EB	1	Mobil	2
tryg.no	1518685200000	10157126301	Forside tryg.no II - Bildetest - Bil vs. Mennesker – EB 	2	Desktop,Tablet	2
tryg.no	1518685200000	10158402072	Tryg Pluss-side for Tryg Pluss-kunder - EB	1	Tryg Pluss fordelskunder	2
tryg.no	1518685200000	10305121380	Bestill tilbud - Hund Eksta - Nyhetsbrev	1	Cmpid=hund-ekstra	2
tryg.no	1518685200000	9499560819	Obos - bestill tilbus vs beregn pris	0	Everyone else	2
tryg.no	1518685200000	9729570821	Tryg Pluss - overskrift på komponent på produktsider - EB	0	Everyone else	3
tryg.no	1518685200000	9840140484	Oftest valgt VS. Vi anbefaler VS. Best dekning	0	Everyone else	3
candyclub.com	1518411600000	10172250584	6Pack upgrade only	0	Everyone else	2
net32.com	1518415200000	10023890141	Items to Reorder in Search	0	Everyone else	3
launch27.com	1518523200000	9273544168	Capterra Landing Page (Nov 2017)	1	Capterra Traffic	2
randstad.com	1518454800000	10196480708	Improve homepage flow to jobsearch	1	Desktop users	4
livecareer.co.uk	1518577200000	10026550859	OPTMZ-1587 | Correct time zone on UK landing page | HDM	0	Everyone else	2
livecareer.co.uk	1518577200000	10242176253	Hot-fix - Change text | OPTMZ-1609 | BJ	0	Everyone else	2
livecareer.co.uk	1518577200000	10297870361	OPTMZ-1612 | Decrease delay on industry/sub industry pop-up | HDM	0	Everyone else	2
livecareer.co.uk	1518577200000	8732324116	Welcome Email LP Test | MD	1	User Is from LCUK_Lifecycle_Welcome_0817 Email Campaign	2
icracked.com	1518530400000	10194597435	Show Pricing Page on HomePage	1	Production Only	2
icracked.com	1518530400000	10201480195	Pricing Page New	0	Everyone else	2
icracked.com	1518530400000	8390986976	prod_elastic_price-screen-replacement-iphone-6s-plus	5	shedulability-schedulable,device-issue-screen-replacement,device-model-iphone-6s-plus,mutually-exclusive-elastic_price-screen-replacement-iphone-6s-plus,Production Only	5
icracked.com	1518530400000	8392733659	prod_elastic_price-screen-replacement-iphone-6-plus	5	shedulability-schedulable,device-issue-screen-replacement,device-model-iphone-6-plus,mutually-exclusive-elastic_price-screen-replacement-iphone-6-plus,Production Only	5
icracked.com	1518530400000	8395503852	prod_elastic_price-screen-replacement-iphone-7	5	shedulability-schedulable,device-issue-screen-replacement,device-model-phone-7,mutually-exclusive-elastic_price-screen-replacement-iphone-7,Production Only	5
icracked.com	1518530400000	8417085589	dev_credit_card_form-screen-replacement-iphone-7	5	device-issue-screen-replacement,shedulability-schedulable,device-model-phone-7,mutually-exclusive-credit_card_form-screen-replacement-iphone-7,Development or staging	2
icracked.com	1518530400000	8418988842	dev_credit_card_form-screen-replacement-iphone-6s	5	device-issue-screen-replacement,shedulability-schedulable,device-model-iphone-6s,mutually-exclusive-credit_card_form-screen-replacement-iphone-6s,Development or staging	2
icracked.com	1518530400000	8422100305	dev_credit_card_form-screen-replacement-iphone-6s-plus	5	device-issue-screen-replacement,shedulability-schedulable,device-model-iphone-6s-plus,mutually-exclusive-credit_card_form-screen-replacement-iphone-6s-plus,Development or staging	2
icracked.com	1518530400000	8423249368	dev_elastic_price-screen-replacement-iphone-7	5	shedulability-schedulable,device-issue-screen-replacement,device-model-phone-7,mutually-exclusive-elastic_price-screen-replacement-iphone-7,Development Or Staging Only	5
icracked.com	1518530400000	8425653998	dev_elastic_price-screen-replacement-iphone-6s	5	shedulability-schedulable,device-issue-screen-replacement,device-model-iphone-6s,mutually-exclusive-elastic_price-screen-replacement-iphone-6s,Development Or Staging Only	4
icracked.com	1518530400000	8425931714	dev_credit_card_form-screen-replacement-iphone-6	5	device-issue-screen-replacement,shedulability-schedulable,device-model-iphone-6,mutually-exclusive-credit_card_form-screen-replacement-iphone-6,Development or staging	2
icracked.com	1518530400000	8426564037	dev_credit_card_form-screen-replacement-iphone-6-plus	5	device-issue-screen-replacement,shedulability-schedulable,device-model-iphone-6-plus,mutually-exclusive-credit_card_form-screen-replacement-iphone-6-plus,Development or staging	2
icracked.com	1518530400000	8426702574	dev_credit_card_form-screen-replacement-iphone-7-plus	5	device-issue-screen-replacement,shedulability-schedulable,device-model-iphone-7-plus,mutually-exclusive-credit_card_form-screen-replacement-iphone-7-plus,Development or staging	2
icracked.com	1518530400000	9270159693	RepairDeviceTestCopyChange	0	Everyone else	9
bullhorn.com	1518753600000	8523314611	Exit Intent Modal	1	Prospects in North America	2
certificationmap.com	1518397200000	8923825088		6		2
certificationmap.com	1518397200000	8928100193		8		2
certificationmap.com	1518397200000	8935334217		5		2
gwynniebee.com	1518634800000	10102872840	PROD Refer A Friend Header - Version B Rollout	0	Everyone else	2
gwynniebee.com	1518634800000	10102982349	PROD Savile Row for FT	0	Everyone else	2
gwynniebee.com	1518634800000	10199265624	PROD scroll issue on unlimited fashion	0	Everyone else	2
gwynniebee.com	1518634800000	10245243172	PROD Cancellation Popup 	0	Everyone else	2
gwynniebee.com	1518634800000	10277244182	PROD Sign up disclosure 	0	Everyone else	2
gwynniebee.com	1518634800000	10316700783	PROD block scrolling on body while scrolling inside dropdown	1	Everyone except cancelled members (1)	2
gwynniebee.com	1518634800000	8475690136	PROD closet minimum nag	0	Everyone else	1
gwynniebee.com	1518634800000	8515960195	Prod test optimizelyX and GA	0	Everyone else	2
gwynniebee.com	1518634800000	8542753170	PROD Affiliate Subscribe LP Test 8/8/17	1	Affiliate 	3
gwynniebee.com	1518634800000	8550405471	PROD FT Cancel Survey Test	0	Everyone else	2
gwynniebee.com	1518634800000	9264288498	PROD Price in Cross Selling (NEW)	0	Everyone else	2
gwynniebee.com	1518634800000	9481081327	PROD Swirl T&C Text Font Size Rollout 	5	30dOff User,not email source,Not in app,not 1 or 3 plan,Not Storefront Test Traffic	2
flipboard.com	1519387200000	10308861062	Side door viel test - Newsdesk page	2	Enlgish speaking users only,Desktop clients	3
onekingslane.com	1518519600000	9114234150	Redirect Nav Items - 10/24	0	Everyone else	1
onekingslane.com	1518519600000	9516660279	11/20 RLH Collection	0	Everyone else	1
onekingslane.com	1518519600000	9864670265	Hide customizable products from customers[PROD]	0	Everyone else	1
discoverorg.com	1518512400000	10274071785	Product Page CTA - Request Pricing	0	Everyone else	2
1800lighting.com	1518645600000	10196473625	A/A Validation	0	Everyone else	2
1800lighting.com	1518645600000	8271470855	Trade Pricing CTA on PDPs	1	EXCLUDE Showrooms	3
credomobile.com	1518523200000	10000377358	Jan18_AAL_50off_36mo	1	Jan18_AAL_50off_36mo	2
credomobile.com	1518523200000	10032944340	Jan18_AAL_300offphones	1	Jan18_AAL_300offphones	2
credomobile.com	1518523200000	10034978573	RET_Unltd_01152018	1	RET_Unltd_01152018	2
credomobile.com	1518523200000	10039320177	Jan18_AAL_200off_200bc	1	Jan18_AAL_200off_200bc	2
credomobile.com	1518523200000	10094531734	CarrierSwitch_100off_01122018	1	CarrierSwitch_100off_01122018	2
credomobile.com	1518523200000	10163941968	RET_FreeS7_01222018	1	RET_FreeS7_01222018	2
credomobile.com	1518523200000	10167470502	Blog LP - X9 012018 - Prospects	1	Not A Member View	2
credomobile.com	1518523200000	10170205913	RET_100iPhone8_01232018	1	RET_100iPhone8_01232018	2
credomobile.com	1518523200000	10192674564	Special Offers Page - Prospect View Feb 1 v1	1	Not A Member View	2
credomobile.com	1518523200000	10194063486	xWINNER: NS | Hyp 4 - Change Additional Info Verbiage on Billing Page (Credit Verification) 	1	Not A Member View	2
credomobile.com	1518523200000	10196154315	Feb18_AAL_300off	1	Feb18_AAL_300off	2
credomobile.com	1518523200000	10197284925	Home Page hero/tiles - Prospect Feb 18 v1	1	Prospect view (All devices)	2
credomobile.com	1518523200000	10234530035	Home Page hero/tiles - Member Feb 18 v1	1	Member view	2
credomobile.com	1518523200000	10238429198	Home Page hero/tiles - Member Feb 18 v2 - DV Tile A/B Test	1	Member view	4
credomobile.com	1518523200000	10311750025	Member Services Dashboard - 20180212 - Side Banners Feb 18 A/B test v2	0	Everyone else	4
credomobile.com	1518523200000	8315094286	Plans V3 W6 Version - Generic	1	ACQ - W6 Pcodes April 2017	2
credomobile.com	1518523200000	8317200411	Plans V3 W7 Version	1	W7 Pcodes	2
credomobile.com	1518523200000	8317930737	Plans V3 VR Version	5	ACQ VR Audiences,Bing VR Jan 2017,Paid Search VR Jan 2017,Facebook Custom Audience VR Jan 2017,Facebook Remarketing VR Jan 2017	2
credomobile.com	1518523200000	8327852572	Top Navigation Changes - Remove BYOD Links	0	Everyone else	2
credomobile.com	1518523200000	8335370291	Top Navigation Changes - Prospects - Add Sales Number	1	Prospect view (All devices)	2
credomobile.com	1518523200000	8336221036	Mobile Prospect View Phone Number Call Out	1	Prospects MOBILE view	2
credomobile.com	1518523200000	8336322394	BYOD Redirect w/ CS Exclusion	0	Everyone else	2
credomobile.com	1518523200000	8341294419	Customer Only Blog LP	0	Everyone else	2
credomobile.com	1518523200000	8440040679	RET_AutoPay Prompt_10BC	1	06202017_RET_Autopay_BC	2
credomobile.com	1518523200000	8443522603	RET_AutoPay Prompt_10Trees	1	06202017_RET_Autopay_trees	2
credomobile.com	1518523200000	8490292549	Plans V4 Coverage version	1	Facebook Coverage Ads - testing	2
credomobile.com	1518523200000	8545081096	Aug17_AAL_100off_3mo_nolinefee_Generic	1	Aug17_AAL_100off_3mo_nolinefee_Generic	2
credomobile.com	1518523200000	8558722214	Coverage page SIM Migration	1	Carrier Switch FAQ	2
credomobile.com	1518523200000	8631541664	Donations Traffic Redirect PostAction	1	Post Action Donations Voting	2
credomobile.com	1518523200000	8636142384	Donations Traffic Redirect 1-Click	1	Donations Voting 1-Click	2
credomobile.com	1518523200000	8675884187	Sept17_AAL_100off_3mo_nolinefee	1	Sept17_AAL_100off_3mo_nolinefee	2
credomobile.com	1518523200000	8724961692	Sept17_AAL_iphone6s_20BC_EAmo	1	Sept17_AAL_iphone6s_20BC_EAmo	2
credomobile.com	1518523200000	8782626292	CarrierSwitch_Beta_MS Login revised	1	CarrierSwitch_Beta	2
credomobile.com	1518523200000	8784579905	Member Services Login - iPhone 8 revised	1	Not Other Banners 9142017	2
credomobile.com	1518523200000	8786789435	Member Services Login - Sept AAL DM revised	1	Sept17_AAL_DM	2
credomobile.com	1518523200000	9016350693	Oct17 AAL ipad 150	1	Oct17_AAL_150ipad	2
credomobile.com	1518523200000	9016714521	Phone Matrix Financing Hotfix	0	Everyone else	2
credomobile.com	1518523200000	9037390713	Member Services Special Offers Page AAL	0	Everyone else	2
credomobile.com	1518523200000	9105501265	RET_HSF_80_10192017	1	10182017_RET_HSF_80	2
credomobile.com	1518523200000	9108900462	RET_HSF_60_10192017	1	10182017_RET_HSF_60	2
credomobile.com	1518523200000	9111130482	RET_HSF_50_10192017	1	10182017_RET_HSF_50	2
credomobile.com	1518523200000	9116203255	NS | Hyp 5 - Contact Us Experience 	1	Not A Member View	2
credomobile.com	1518523200000	9117371311	Oct17_AAL_6mo_nolinefee	1	Oct17_AAL_6mo_nolinefee	2
credomobile.com	1518523200000	9179052729	RET_GalaxyS7_10272017	1	RET_GalaxyS7_10272017	2
credomobile.com	1518523200000	9190421934	RET_iPhone7_10272017	1	RET_iPhone7_10272017	2
credomobile.com	1518523200000	9259898041	Nov17_AAL_100off_3mo_nolinefee	1	Nov17_AAL_100off_3mo_nolinefee	2
credomobile.com	1518523200000	9267185218	Nov17_AAL_DM	1	Nov17_AAL_DM	2
credomobile.com	1518523200000	9268754776	Nov17_AAL_BCt	1	Nov17_AAL_BCt	2
credomobile.com	1518523200000	9271221758	RET_GalaxyS7_10272017	1	RET_Unltd_11042017	2
credomobile.com	1518523200000	9411850596	Nov17_AAL_6mo_nolinefee	1	Nov17_AAL_6mo_nolinefee	2
credomobile.com	1518523200000	9416233036	xWINNER: NS | Hyp 2 - Add Click-to-Call in Cart View (Mobile Only)	1	Prospects MOBILE view	2
credomobile.com	1518523200000	9416295621	Nov17_AAL_150ipad	1	Nov17_AAL_150ipad	2
credomobile.com	1518523200000	9418203118	xWINNER: NS | Hyp 2.1 - Add Phone Number Text in Cart View (Desktop Only)	2	Desktop or Tablet,Prospect view (All devices)	2
credomobile.com	1518523200000	9420123996	RET_BlackFriday_iPhone7_11202017	1	RET_iPhone7_BlackFridayPreview_11202017	2
credomobile.com	1518523200000	9422911822	Nov17_AAL_100ipad_100gc	1	Nov17_AAL_100ipad_100gc	2
credomobile.com	1518523200000	9433053080	RET_BlackFriday_iPhone6s_11202017	1	RET_iPhone6s_BlackFridayPreview_11202017	2
credomobile.com	1518523200000	9498810929	Nov17_AAL_100off_6moTandT	1	Nov17_AAL_100off_6moTandT	2
credomobile.com	1518523200000	9499863395	RET_FREEGalaxyS8_BlackFriday_11242017	1	RET_FREEGalaxyS8_12132017	2
credomobile.com	1518523200000	9499930469	RET_iPhone8_BlackFriday_11242017	1	RET_iPhone8_BlackFriday_11242017	2
credomobile.com	1518523200000	9517751068	RET_150offS8_BlackFriday_11242017	1	RET_150offS8_12132017	2
credomobile.com	1518523200000	9524800220	Nov17_AAL_200off_3moTandT_WAF	1	Nov17_AAL_200off_3moTandT_WAF	2
credomobile.com	1518523200000	9626230962	NS | Hyp 7 - Remove "$0 Now" from Phone Detail Pages	1	Not A Member View	2
credomobile.com	1518523200000	9723123677	Dec17_AAL_200off_200gc	1	Dec17_AAL_200off_200gc	2
credomobile.com	1518523200000	9734573302	Dec17_AAL_100off_1yrTandT	1	Dec17_AAL_100off_1yrTandT	2
credomobile.com	1518523200000	9819084081	Unlimited Page CBO Modifications	0	Everyone else	2
credomobile.com	1518523200000	9824832456	Dec17_AAL_400off_100gc	1	Dec17_AAL_400off_100gc	2
credomobile.com	1518523200000	9833320824	RET_FreeGalaxyS8_12132017	1	RET_FREES8_12132017	2
credomobile.com	1518523200000	9835164342	NS | Hyp 8.2 - Add Phone Number in Sticky Header (Mobile)	1	Prospects MOBILE view	2
credomobile.com	1518523200000	9835962118	RET_FreeiPhone7_12142017	1	RET_iPhone7_12142017	2
credomobile.com	1518523200000	9838630205	RET_150offS8_12132017	1	RET_150offS8_12132017_v3	2
credomobile.com	1518523200000	9862731036	RET_iPhoneSE_12202017	1	RET_iPhoneSE_12202017	2
credomobile.com	1518523200000	9865474516	CarrierSwitch_25spiff_12272017	1	CarrierSwitch_25spiff_12262017	2
credomobile.com	1518523200000	9866386275	Blog LP - EOY Video - Members	0	Everyone else	2
credomobile.com	1518523200000	9867330643	RET_FreeiPhone7_12202017	1	RET_iPhone7_12202017	2
credomobile.com	1518523200000	9965964729	Jan18_AAL_100off_6MoTandT	1	Jan18_AAL_100off_6MoTandT	2
credomobile.com	1518523200000	9981199667	Carrier Switch Renewal Coverage page Migration	1	Carrier Switch Renewal	2
cars.com	1517511600000	8787521108	Spacegoats How We Rank SUVs Interest	0	Everyone else	2
cars.com	1517511600000	9730353338	VDP: Hide Top Dealer Box	0	Everyone else	2
cars.com	1517511600000	9736185004	SRP: Ad Viewability: Pencil Ad Test	0	Everyone else	2
cars.com	1517511600000	9859108989	SRP: Best Match Sort Test 2	0	Everyone else	3
university-liverpool-online.com	1518537600000	10195043468	D-4-Tabs - RFI Only - Launched	1	Desktop	2
university-liverpool-online.com	1518537600000	10238420860	Homepage Hero (Desktop) v2	1	Desktop	5
university-liverpool-online.com	1518537600000	9627490675	MSN Round Two 	1	Desktop	2
commonbond.co	1518577200000	8551990846	Partner Page CTA (Request Demo)	0	Everyone else	2
commonbond.co	1518577200000	8562540722	Test CB-2788 II	0	Everyone else	2
commonbond.co	1518577200000	8565222488	Test CB-2788	0	Everyone else	2
commonbond.co	1518577200000	8604013628	Everyone	0	Everyone else	3
commonbond.co	1518577200000	8890951889	FastTrack Prod	0	Everyone else	2
romanoriginals.co.uk	1518534000000	10167590966		0		2
volusion.com	1518476400000	10065291928	All Features in NAV - Jan102018	1	__No TrialToken	2
volusion.com	1518476400000	10084981926	Pricing Page Hero - Jan102018	0	Everyone else	2
volusion.com	1518476400000	10161760397	Affiliate LP Redesign - Jan192017	1	__No TrialToken	2
volusion.com	1518476400000	10165230176	Brand LP Redesign - Jan192018	1	__No TrialToken	2
volusion.com	1518476400000	10166555736	TRIAL Logojoy - Jan242018	1	__DemoLoginToken	2
volusion.com	1518476400000	10192913652	Themes Preview Link - Feb012018	1	__No TrialToken	2
volusion.com	1518476400000	10197600158	Speedy Homepage - Jan262018	0	Everyone else	2
volusion.com	1518476400000	10199710199	Blog Post CTAs - Jan262018	1	__No TrialToken	2
volusion.com	1518476400000	10242823577	Slim Free Trial Form - Feb092018	1	__No TrialToken	2
volusion.com	1518476400000	10281503310	Shopify LP Redesign - Feb092018	1	__No TrialToken	2
volusion.com	1518476400000	8342320897	IMPLEMENTATION - Util Intercom Contact Us	0	Everyone else	2
volusion.com	1518476400000	8577988352	Long/Short LPs - Aug212017	1	__No TrialToken	2
volusion.com	1518476400000	8790328721	Features Page CTA - Sep262017	1	__No TrialToken	2
volusion.com	1518476400000	9623750480	Blog Free Trial Bar - Nov292017	1	__No TrialToken	2
volusion.com	1518476400000	9833512752	Affiliate LP Pulsing CTA - Dec142017	1	__No TrialToken	2
volusion.com	1518476400000	9864637936	Exit Pop Redux - Jan032018	1	__No TrialToken	2
volusion.com	1518476400000	9950104292	IMPLEMENTATION of Personalized LP Drop Shipping - Jan022018	1	__No TrialToken	2
smartcoverletter.com	1518577200000	10028287357	Freewrite - Checkout - CSS Client Validation	0	Everyone else	3
smartcoverletter.com	1518577200000	10058334460	FormSwift Visual Static - Builder  - You’re Almost Done Copy (W2 Efile 2017)	0	Everyone else	3
smartcoverletter.com	1518577200000	10107511662	FormSwift Visual Static - Builder  - You’re Almost Done Copy (Employee Paystub)	0	Everyone else	3
smartcoverletter.com	1518577200000	10110390769	FormSwift Visual Static - Builder  - You’re Almost Done Copy (1099 Misc Efile 2017)	0	Everyone else	3
smartcoverletter.com	1518577200000	10193835787	Validation Before Submitting on New Account - Static	0	Everyone else	2
smartcoverletter.com	1518577200000	10195722923	Validation Before Submitting on New Account - Freewrite	0	Everyone else	2
smartcoverletter.com	1518577200000	9435730041	Visual Static - Builder - Smarty Streets Autocomplete Address	0	Everyone else	1
smartcoverletter.com	1518577200000	9737302627	Static - Checkout - CSS Client Validation	0	Everyone else	3
smartcoverletter.com	1518577200000	9832150649	Duplicate Onboarding Tour - Visual Static	1	Logged-in User	1
smartcoverletter.com	1518577200000	9859986354	Freewrite - Builder - Upload PDF in Toolbar	1	Logged-in User	3
smartcoverletter.com	1518577200000	9965995321	FormSwift Freewrite - Builder - Expanding Toolbar  (Sign Flow)	1	Non Tablet/Mobile Audience	2
misoca.jp	1517605200000	9737476062		0		2
airfarewatchdog.com	1519797600000	10365792638	ABCORE-546 AWD Sub Toggle V2	0	Everyone else	3
airfarewatchdog.com	1519797600000	10369921074	ABCORE-545 Top Tips Mobile Widget/Hero Test	1	Mobile Only	4
drivetime.com	1518696000000	10197289189	[66333] GA2 Non-Compliant Verbiage	0	Everyone else	4
riseinteractive.com	1518764400000	8598793429	Pesronalization POC	0	Everyone else	2
segment.com	1518595200000	10246242675	cms-nav	0	Everyone else	2
heritage.org	1517425200000	8117336170	Exp	1	Outside of DC Visitors	1
floridatechonline.com	1518742800000	10161014558	FT - Psychology LP - Single vs Multi Step Form	0	Everyone else	2
floridatechonline.com	1518742800000	10171227650	MSI/C Video Test	1	Exclude IE	2
floridatechonline.com	1518742800000	9433760957	FT - Apply Now Page Redesign 	0	Everyone else	2
join.me	1518699600000	10308121534	Targeted landing page (buzz-words LP)	1	Landing Page - buzz-word	2
join.me	1518699600000	10310540315	Targeted landing page (water-cooler LP)	1	Land Page - water-cooler	2
blueapron.com	1518728400000	10159336390	Homepage Headline Copy Test	0	Everyone else	3
blueapron.com	1518728400000	10171195416	Culinary Relief PDF Removal	0	Everyone else	2
blueapron.com	1518728400000	10195313244	On the Menu Rollout (3 week with holdback)	1	Desktop and screen > 768	2
blueapron.com	1518728400000	10203144027	MyDomaine Sponsored Post - Taboola	1	MyDomaine Referred Readers	2
blueapron.com	1518728400000	10259184103	Homepage Video Test	0	Everyone else	3
blueapron.com	1518728400000	10279174018	Price Increase Messaging Campaign	1	Coming from Price Campaign	2
blueapron.com	1518728400000	10312220751	Valentines Day Campaign	0	Everyone else	2
blueapron.com	1518728400000	10316341051	Meal Image on Email Capture	1	Desktop Sized Screen	3
blueapron.com	1518728400000	8353667113	PMC Attribution Survey	0	Everyone else	2
blueapron.com	1518728400000	8605367479	New Recipe Page CTA Test	2	Logged out users (in JS) in all major browsers,Desktop Sized Screen	2
blueapron.com	1518728400000	9626970498	Top Chef	0	Everyone else	2
blueapron.com	1518728400000	9922611301	Chat on Signup - All Pages	2	Chat hours ,Desktop Sized Screen	2
blueapron.com	1518728400000	9952306696	Paid Content - Taboola - Huffington Post - Whole30	1	Huffington Post Whole30 - Referred Visitors	2
karwei.nl	1518490800000	10187092251	iP_KH_Stock Check Sale	2	iP | KARWEI + iP Excluded | Mobile Excluded,Tablet Excluded	2
karwei.nl	1518490800000	10200203472	iP_KH_PLP Top Filtering	1	iP | KARWEI + iP Excluded | Mobile Excluded	2
